"Distance","Time","Status","OriginInd","DestinationInd"
52121,2665,"OK",27,5
57202,3049,"OK",27,6
51015,2345,"OK",27,7
38758,1785,"OK",27,8
42433,2229,"OK",27,9
49897,2803,"OK",27,10
10987,877,"OK",27,11
43464,2443,"OK",27,12
32602,1783,"OK",27,13
21109,1760,"OK",27,14
68403,3170,"OK",27,15
69521,3314,"OK",27,16
45193,2217,"OK",27,17
32602,1783,"OK",27,18
51826,2453,"OK",27,19
71690,3195,"OK",27,20
68307,3146,"OK",27,21
63535,2660,"OK",27,22
11741,1179,"OK",27,23
45962,2084,"OK",27,24
75161,3268,"OK",27,25
6925,822,"OK",27,26
0,0,"OK",27,27
50610,2411,"OK",27,28
42268,2092,"OK",27,29
31182,1951,"OK",27,30
156725,6746,"OK",27,31
58837,2821,"OK",27,32
99342,4381,"OK",27,33
3425,458,"OK",27,34
25423,1371,"OK",27,35
44341,1829,"OK",27,36
20217,1020,"OK",27,37
35983,1758,"OK",27,38
53752,2657,"OK",27,39
34123,1681,"OK",27,40
77911,3447,"OK",27,41
10152,680,"OK",27,42
82577,3798,"OK",27,43
34946,1753,"OK",27,44
38500,2128,"OK",27,45
23656,1277,"OK",27,46
43739,2031,"OK",27,47
26928,2035,"OK",27,48
57755,2493,"OK",27,49
48652,2210,"OK",27,50
39936,2000,"OK",27,51
67540,3122,"OK",27,52
22554,1280,"OK",27,53
43951,2108,"OK",27,54
45004,2585,"OK",27,55
49649,2790,"OK",27,56
26729,1531,"OK",27,57
54614,2709,"OK",27,58
51346,2291,"OK",27,59
41162,2186,"OK",27,60
21849,1113,"OK",27,61
37712,1915,"OK",27,62
70677,3218,"OK",27,63
43760,2250,"OK",27,64
56091,2771,"OK",27,65
45754,1971,"OK",27,66
48458,2483,"OK",27,67
52891,2594,"OK",27,68
29867,1544,"OK",27,69
53044,2477,"OK",27,70
70669,3520,"OK",27,71
50450,2852,"OK",27,72
75798,3520,"OK",27,73
64422,3016,"OK",27,74
46126,2317,"OK",27,75
40279,2144,"OK",27,76
44096,2190,"OK",27,77
42923,1977,"OK",27,78
39200,1969,"OK",27,79
10987,877,"OK",27,80
48669,2216,"OK",27,81
58320,2507,"OK",27,82
51949,2606,"OK",27,83
141946,5736,"OK",27,84
40577,1805,"OK",27,85
22085,1145,"OK",27,86
65492,2805,"OK",27,87
62310,2441,"OK",27,88
10683,1259,"OK",27,89
156186,6664,"OK",27,90
48583,2737,"OK",27,91
37999,1844,"OK",27,92
43108,2086,"OK",27,93
33348,1670,"OK",27,94
71687,3197,"OK",27,95
47204,2680,"OK",27,96
61148,2569,"OK",27,97
79293,3371,"OK",27,98
67061,2926,"OK",27,99
52845,2317,"OK",27,100
50443,2222,"OK",27,101
61090,2553,"OK",27,102
141905,5710,"OK",27,103
44258,2093,"OK",27,104
46775,2565,"OK",27,105
46770,2564,"OK",27,106
48803,2495,"OK",27,107
32965,1652,"OK",27,108
42713,1889,"OK",27,109
31196,1744,"OK",27,110
11522,877,"OK",27,111
55722,2707,"OK",27,112
32602,1783,"OK",27,113
44672,2602,"OK",27,114
56851,2579,"OK",27,115
46180,2282,"OK",27,116
53140,2909,"OK",27,117
71921,3333,"OK",27,0
44369,2082,"OK",28,1
26267,1556,"OK",28,2
73152,3136,"OK",28,3
28887,1794,"OK",28,4
37432,1910,"OK",28,5
8600,1237,"OK",28,6
60122,2837,"OK",28,7
42261,2038,"OK",28,8
20721,1273,"OK",28,9
34615,1944,"OK",28,10
43165,1951,"OK",28,11
21585,1616,"OK",28,12
56409,2785,"OK",28,13
45938,2130,"OK",28,14
19589,1265,"OK",28,15
36272,1733,"OK",28,16
16445,906,"OK",28,17
56409,2785,"OK",28,18
4322,691,"OK",28,19
22876,1290,"OK",28,20
19493,1241,"OK",28,21
72643,3151,"OK",28,22
46065,2105,"OK",28,23
14067,873,"OK",28,24
26347,1363,"OK",28,25
47227,2204,"OK",28,26
50920,2329,"OK",28,27
0,0,"OK",28,28
24575,1520,"OK",28,29
58095,2792,"OK",28,30
107911,4842,"OK",28,31
28092,1514,"OK",28,32
50528,2477,"OK",28,33
48311,2164,"OK",28,34
30926,1497,"OK",28,35
53448,2320,"OK",28,36
43777,1944,"OK",28,37
28841,1571,"OK",28,38
36203,2051,"OK",28,39
40360,2012,"OK",28,40
29097,1542,"OK",28,41
53037,2360,"OK",28,42
33762,1894,"OK",28,43
28344,1458,"OK",28,44
28768,1870,"OK",28,45
42603,2103,"OK",28,46
37175,1804,"OK",28,47
35269,2070,"OK",28,48
57174,2585,"OK",28,49
57760,2701,"OK",28,50
20698,1357,"OK",28,51
18726,1217,"OK",28,52
48376,2403,"OK",28,53
28263,1822,"OK",28,54
21906,1616,"OK",28,55
34299,1961,"OK",28,56
34577,1731,"OK",28,57
37501,1867,"OK",28,58
62351,2756,"OK",28,59
27024,1803,"OK",28,60
44270,2034,"OK",28,61
18451,1197,"OK",28,62
21862,1313,"OK",28,63
37197,2023,"OK",28,64
13560,1075,"OK",28,65
54862,2463,"OK",28,66
41895,2256,"OK",28,67
5421,825,"OK",28,68
39701,1842,"OK",28,69
10513,781,"OK",28,70
25619,1681,"OK",28,71
34284,1915,"OK",28,72
26984,1615,"OK",28,73
15607,1112,"OK",28,74
24728,1448,"OK",28,75
34203,1851,"OK",28,76
29237,1917,"OK",28,77
12147,759,"OK",28,78
28706,1568,"OK",28,79
43165,1951,"OK",28,80
57777,2708,"OK",28,81
73291,3182,"OK",28,82
2747,656,"OK",28,83
93132,3831,"OK",28,84
49685,2297,"OK",28,85
41309,2020,"OK",28,86
74600,3297,"OK",28,87
73634,3041,"OK",28,88
42537,2011,"OK",28,89
107372,4760,"OK",28,90
22780,1754,"OK",28,91
29783,1576,"OK",28,92
27381,1747,"OK",28,93
32723,1738,"OK",28,94
22873,1292,"OK",28,95
19294,1484,"OK",28,96
52179,2370,"OK",28,97
30479,1466,"OK",28,98
48778,2439,"OK",28,99
60158,2861,"OK",28,100
58844,2644,"OK",28,101
52121,2353,"OK",28,102
93091,3805,"OK",28,103
53989,2610,"OK",28,104
25377,1697,"OK",28,105
25372,1695,"OK",28,106
42239,2268,"OK",28,107
30838,1525,"OK",28,108
51820,2380,"OK",28,109
51784,2785,"OK",28,110
42394,1885,"OK",28,111
13191,1012,"OK",28,112
56409,2785,"OK",28,113
21748,1712,"OK",28,114
65958,3071,"OK",28,115
9435,785,"OK",28,116
20896,1880,"OK",28,117
23107,1429,"OK",28,0
20489,1212,"OK",29,1
3750,534,"OK",29,2
44874,2016,"OK",29,3
34989,2302,"OK",29,4
11890,991,"OK",29,5
15243,1794,"OK",29,6
35563,1713,"OK",29,7
22126,1122,"OK",29,8
3942,821,"OK",29,9
8457,915,"OK",29,10
37191,1823,"OK",29,11
3695,688,"OK",29,12
33187,1798,"OK",29,13
40634,2170,"OK",29,14
32117,1874,"OK",29,15
29749,1635,"OK",29,16
8718,887,"OK",29,17
33187,1798,"OK",29,18
24685,1597,"OK",29,19
31270,1885,"OK",29,20
32022,1849,"OK",29,21
48083,2028,"OK",29,22
31820,1529,"OK",29,23
29647,1738,"OK",29,24
38853,1942,"OK",29,25
39410,1891,"OK",29,26
42531,2076,"OK",29,27
23437,1570,"OK",29,28
0,0,"OK",29,29
37959,1876,"OK",29,30
115108,5212,"OK",29,31
18606,1146,"OK",29,32
57725,2847,"OK",29,33
42336,2036,"OK",29,34
22398,1420,"OK",29,35
28888,1197,"OK",29,36
24548,1477,"OK",29,37
8672,647,"OK",29,38
14204,1059,"OK",29,39
20224,1096,"OK",29,40
35196,1827,"OK",29,41
33929,1750,"OK",29,42
46269,2473,"OK",29,43
8176,535,"OK",29,44
8217,1112,"OK",29,45
21673,1387,"OK",29,46
12616,681,"OK",29,47
37825,2381,"OK",29,48
26773,1695,"OK",29,49
33200,1578,"OK",29,50
6736,974,"OK",29,51
29328,1675,"OK",29,52
27010,1472,"OK",29,53
4693,623,"OK",29,54
5798,838,"OK",29,55
8209,901,"OK",29,56
22119,1241,"OK",29,57
14383,1034,"OK",29,58
38168,1893,"OK",29,59
3457,629,"OK",29,60
30024,1457,"OK",29,61
26517,1709,"OK",29,62
34369,1892,"OK",29,63
12914,930,"OK",29,64
15690,1441,"OK",29,65
30302,1339,"OK",29,66
17335,1133,"OK",29,67
25751,1739,"OK",29,68
34397,1882,"OK",29,69
14821,1184,"OK",29,70
29230,1632,"OK",29,71
9011,963,"OK",29,72
39513,2223,"OK",29,73
30834,1690,"OK",29,74
2155,387,"OK",29,75
13122,876,"OK",29,76
4964,715,"OK",29,77
20102,1589,"OK",29,78
3649,510,"OK",29,79
37191,1823,"OK",29,80
33217,1584,"OK",29,81
45014,2061,"OK",29,82
24777,1765,"OK",29,83
100329,4202,"OK",29,84
25125,1173,"OK",29,85
25080,1553,"OK",29,86
50040,2173,"OK",29,87
51475,2064,"OK",29,88
35844,1667,"OK",29,89
114570,5130,"OK",29,90
5074,741,"OK",29,91
9647,661,"OK",29,92
4512,577,"OK",29,93
12554,814,"OK",29,94
35401,1901,"OK",29,95
7426,1147,"OK",29,96
27996,1507,"OK",29,97
34237,1663,"OK",29,98
24595,1576,"OK",29,99
31183,2000,"OK",29,100
38708,1729,"OK",29,101
27937,1491,"OK",29,102
100288,4175,"OK",29,103
29429,1486,"OK",29,104
3313,592,"OK",29,105
3308,591,"OK",29,106
17679,1145,"OK",29,107
21973,1451,"OK",29,108
27261,1257,"OK",29,109
29866,1883,"OK",29,110
36095,1660,"OK",29,111
16510,1388,"OK",29,112
33187,1798,"OK",29,113
4296,662,"OK",29,114
41398,1947,"OK",29,115
18658,1432,"OK",29,116
11700,1021,"OK",29,117
31852,1924,"OK",29,0
56080,2640,"OK",30,1
42267,2234,"OK",30,2
39084,2104,"OK",30,3
44776,2929,"OK",30,4
47481,2419,"OK",30,5
56062,3232,"OK",30,6
22021,1906,"OK",30,7
18857,1180,"OK",30,8
41435,2259,"OK",30,9
46817,2649,"OK",30,10
38491,2279,"OK",30,11
45738,2438,"OK",30,12
5677,714,"OK",30,13
46623,2757,"OK",30,14
72362,3491,"OK",30,15
64881,3068,"OK",30,16
45589,2314,"OK",30,17
5677,714,"OK",30,18
55390,3103,"OK",30,19
70947,3537,"OK",30,20
72267,3466,"OK",30,21
33227,1956,"OK",30,22
23301,1763,"OK",30,23
49527,2734,"OK",30,24
79098,3559,"OK",30,25
37199,2379,"OK",30,26
31479,2031,"OK",30,27
54174,3061,"OK",30,28
39188,1937,"OK",30,29
0,0,"OK",30,30
152364,6728,"OK",30,31
54197,2575,"OK",30,32
94981,4363,"OK",30,33
35371,2179,"OK",30,34
34105,2177,"OK",30,35
24038,1484,"OK",30,36
12371,1337,"OK",30,37
31868,1655,"OK",30,38
49112,2411,"OK",30,39
13908,1295,"OK",30,40
72451,3343,"OK",30,41
22878,1704,"OK",30,42
86514,4090,"OK",30,43
32009,1675,"OK",30,44
22359,2270,"OK",30,45
14565,1550,"OK",30,46
28359,1680,"OK",30,47
47612,3011,"OK",30,48
37452,2148,"OK",30,49
20530,1828,"OK",30,50
42431,2415,"OK",30,51
69573,3292,"OK",30,52
8448,913,"OK",30,53
36412,1839,"OK",30,54
46956,2657,"OK",30,55
46569,2635,"OK",30,56
23796,1864,"OK",30,57
49974,2463,"OK",30,58
31044,1947,"OK",30,59
36522,1940,"OK",30,60
22949,1698,"OK",30,61
38338,2465,"OK",30,62
74614,3509,"OK",30,63
36221,1981,"OK",30,64
52551,2873,"OK",30,65
16539,1354,"OK",30,66
27837,2002,"OK",30,67
56455,3244,"OK",30,68
44184,2512,"OK",30,69
51682,2616,"OK",30,70
69466,3251,"OK",30,71
47370,2697,"OK",30,72
79758,3840,"OK",30,73
71079,3307,"OK",30,74
40895,2170,"OK",30,75
33228,1808,"OK",30,76
36557,1921,"OK",30,77
46488,2628,"OK",30,78
34548,1719,"OK",30,79
38491,2279,"OK",30,80
20547,1834,"OK",30,81
38017,2162,"OK",30,82
55513,3256,"OK",30,83
137585,5717,"OK",30,84
17113,1454,"OK",30,85
14815,1513,"OK",30,86
35184,2101,"OK",30,87
30413,1734,"OK",30,88
33633,2154,"OK",30,89
151825,6646,"OK",30,90
43941,2613,"OK",30,91
30968,1568,"OK",30,92
38468,1840,"OK",30,93
20784,1659,"OK",30,94
72754,3519,"OK",30,95
47600,2777,"OK",30,96
31432,2277,"OK",30,97
71493,3179,"OK",30,98
46758,2582,"OK",30,99
32543,1973,"OK",30,100
18073,1263,"OK",30,101
31374,2260,"OK",30,102
137544,5691,"OK",30,103
20516,1759,"OK",30,104
42155,2460,"OK",30,105
42150,2458,"OK",30,106
27928,1972,"OK",30,107
26939,2044,"OK",30,108
16534,1374,"OK",30,109
4575,557,"OK",30,110
33884,2147,"OK",30,111
53371,2819,"OK",30,112
5677,714,"OK",30,113
46113,2526,"OK",30,114
33036,1917,"OK",30,115
49745,2933,"OK",30,116
50059,2755,"OK",30,117
71529,3576,"OK",30,0
105373,4578,"OK",31,1
111805,4790,"OK",31,2
142839,5794,"OK",31,3
132979,5930,"OK",31,4
107420,4591,"OK",31,5
113063,5438,"OK",31,6
143334,5975,"OK",31,7
135065,5778,"OK",31,8
119973,5362,"OK",31,9
107552,4729,"OK",31,10
147257,6086,"OK",31,11
116808,5168,"OK",31,12
146126,6454,"OK",31,13
150029,6265,"OK",31,14
90720,4096,"OK",31,15
88825,3942,"OK",31,16
120537,5042,"OK",31,17
146126,6454,"OK",31,18
112513,4862,"OK",31,19
87043,3957,"OK",31,20
90625,4072,"OK",31,21
158322,6368,"OK",31,22
144822,6199,"OK",31,23
118159,5009,"OK",31,24
103715,4445,"OK",31,25
151319,6339,"OK",31,26
155012,6464,"OK",31,27
105762,4564,"OK",31,28
115998,5062,"OK",31,29
150898,6532,"OK",31,30
0,0,"OK",31,31
101019,4297,"OK",31,32
60880,3414,"OK",31,33
152403,6300,"OK",31,34
135018,5633,"OK",31,35
140543,5806,"OK",31,36
147868,6079,"OK",31,37
121675,5317,"OK",31,38
116518,4836,"OK",31,39
133163,5752,"OK",31,40
80848,3711,"OK",31,41
146931,6420,"OK",31,42
104529,4900,"OK",31,43
121178,5205,"OK",31,44
122830,5669,"OK",31,45
134675,6057,"OK",31,46
124271,5290,"OK",31,47
139361,6205,"OK",31,48
126861,5243,"OK",31,49
141256,5882,"OK",31,50
119687,5410,"OK",31,51
94134,4278,"OK",31,52
140012,6142,"OK",31,53
115704,5074,"OK",31,54
113707,5261,"OK",31,55
107236,4747,"OK",31,56
138668,5866,"OK",31,57
107506,4553,"OK",31,58
132038,5413,"OK",31,59
116032,5150,"OK",31,60
143026,6128,"OK",31,61
122543,5332,"OK",31,62
99230,4395,"OK",31,63
121421,5500,"OK",31,64
117652,5211,"OK",31,65
141957,5948,"OK",31,66
125208,5479,"OK",31,67
109812,5010,"OK",31,68
143792,5977,"OK",31,69
114605,4917,"OK",31,70
89392,3987,"OK",31,71
107221,4700,"OK",31,72
90964,4226,"OK",31,73
95696,4192,"OK",31,74
113568,4861,"OK",31,75
124777,5485,"OK",31,76
115975,5166,"OK",31,77
116239,4894,"OK",31,78
116889,5049,"OK",31,79
147257,6086,"OK",31,80
141210,5882,"OK",31,81
142979,5839,"OK",31,82
105462,4754,"OK",31,83
14444,1325,"OK",31,84
136780,5782,"OK",31,85
138082,6223,"OK",31,86
141329,6298,"OK",31,87
161501,6394,"OK",31,88
146629,6147,"OK",31,89
2677,489,"OK",31,90
112476,5111,"OK",31,91
122586,5317,"OK",31,92
114526,4951,"OK",31,93
125556,5484,"OK",31,94
85493,3881,"OK",31,95
109027,5016,"OK",31,96
121867,5027,"OK",31,97
80926,3647,"OK",31,98
114797,4991,"OK",31,99
129846,5518,"OK",31,100
151648,6384,"OK",31,101
121808,5011,"OK",31,102
14476,1330,"OK",31,103
140085,5834,"OK",31,104
112591,4997,"OK",31,105
112586,4995,"OK",31,106
125142,5444,"OK",31,107
134930,5661,"OK",31,108
138916,5866,"OK",31,109
142869,6553,"OK",31,110
146485,6020,"OK",31,111
117283,5147,"OK",31,112
146126,6454,"OK",31,113
113239,5100,"OK",31,114
146905,6014,"OK",31,115
113527,4921,"OK",31,116
107049,4707,"OK",31,117
88863,4168,"OK",31,0
17411,822,"OK",32,1
14859,849,"OK",32,2
46193,1876,"OK",32,3
55118,2710,"OK",32,4
10474,650,"OK",32,5
14706,1808,"OK",32,6
46689,2057,"OK",32,7
38119,1837,"OK",32,8
23027,1421,"OK",32,9
12220,955,"OK",32,10
53884,2507,"OK",32,11
19861,1227,"OK",32,12
49180,2513,"OK",32,13
56639,2665,"OK",32,14
19095,1117,"OK",32,15
16719,881,"OK",32,16
24723,1382,"OK",32,17
49180,2513,"OK",32,18
34652,1642,"OK",32,19
18240,1131,"OK",32,20
19000,1093,"OK",32,21
61676,2450,"OK",32,22
47876,2258,"OK",32,23
40298,1789,"OK",32,24
25831,1186,"OK",32,25
55466,2621,"OK",32,26
58587,2805,"OK",32,27
27901,1344,"OK",32,28
19052,1121,"OK",32,29
53952,2591,"OK",32,30
102078,4458,"OK",32,31
0,0,"OK",32,32
44695,2093,"OK",32,33
59029,2720,"OK",32,34
38403,1915,"OK",32,35
43597,1865,"OK",32,36
40604,2206,"OK",32,37
24728,1377,"OK",32,38
19278,915,"OK",32,39
36217,1811,"OK",32,40
22165,1073,"OK",32,41
49985,2479,"OK",32,42
33247,1717,"OK",32,43
24232,1264,"OK",32,44
25884,1728,"OK",32,45
37729,2117,"OK",32,46
27325,1349,"OK",32,47
53831,2875,"OK",32,48
30216,1325,"OK",32,49
44610,1965,"OK",32,50
22741,1469,"OK",32,51
16306,919,"OK",32,52
43066,2201,"OK",32,53
18758,1134,"OK",32,54
16761,1320,"OK",32,55
12488,1028,"OK",32,56
38175,1971,"OK",32,57
10543,607,"OK",32,58
35393,1496,"OK",32,59
19086,1209,"OK",32,60
46080,2187,"OK",32,61
44682,2112,"OK",32,62
21347,1136,"OK",32,63
24181,1579,"OK",32,64
14935,1860,"OK",32,65
45011,2007,"OK",32,66
28562,1561,"OK",32,67
31951,1790,"OK",32,68
50402,2377,"OK",32,69
36744,1697,"OK",32,70
16199,877,"OK",32,71
12560,1023,"OK",32,72
26491,1467,"OK",32,73
17812,934,"OK",32,74
16622,920,"OK",32,75
27831,1545,"OK",32,76
19028,1225,"OK",32,77
38378,1674,"OK",32,78
19942,1108,"OK",32,79
53884,2507,"OK",32,80
44564,1965,"OK",32,81
46333,1922,"OK",32,82
27601,1534,"OK",32,83
87299,3447,"OK",32,84
39834,1842,"OK",32,85
41136,2282,"OK",32,86
58800,2434,"OK",32,87
64855,2476,"OK",32,88
51900,2396,"OK",32,89
101539,4376,"OK",32,90
15530,1170,"OK",32,91
25640,1376,"OK",32,92
17580,1010,"OK",32,93
28610,1544,"OK",32,94
22379,1144,"OK",32,95
14432,1437,"OK",32,96
25221,1110,"OK",32,97
21207,909,"OK",32,98
21820,1179,"OK",32,99
33200,1601,"OK",32,100
54701,2444,"OK",32,101
25162,1093,"OK",32,102
87258,3421,"OK",32,103
43439,1916,"OK",32,104
15645,1056,"OK",32,105
15640,1054,"OK",32,106
28496,1526,"OK",32,107
37978,1946,"OK",32,108
41969,1925,"OK",32,109
45922,2613,"OK",32,110
52151,2390,"OK",32,111
15474,2017,"OK",32,112
49180,2513,"OK",32,113
16293,1159,"OK",32,114
50259,2096,"OK",32,115
35666,1701,"OK",32,116
9485,1185,"OK",32,117
18822,1170,"OK",32,0
48838,2111,"OK",33,1
55271,2323,"OK",33,2
86305,3326,"OK",33,3
76445,3463,"OK",33,4
50885,2123,"OK",33,5
56529,2971,"OK",33,6
86800,3508,"OK",33,7
78530,3311,"OK",33,8
63438,2895,"OK",33,9
51018,2262,"OK",33,10
90723,3619,"OK",33,11
60273,2701,"OK",33,12
89592,3987,"OK",33,13
93495,3798,"OK",33,14
34186,1629,"OK",33,15
32290,1475,"OK",33,16
64002,2574,"OK",33,17
89592,3987,"OK",33,18
55978,2395,"OK",33,19
30509,1490,"OK",33,20
34090,1605,"OK",33,21
101788,3900,"OK",33,22
88287,3732,"OK",33,23
61625,2541,"OK",33,24
47180,1977,"OK",33,25
94785,3872,"OK",33,26
98477,3997,"OK",33,27
49228,2096,"OK",33,28
59464,2595,"OK",33,29
94363,4065,"OK",33,30
61413,3432,"OK",33,31
44485,1829,"OK",33,32
0,0,"OK",33,33
95868,3832,"OK",33,34
78483,3165,"OK",33,35
84009,3339,"OK",33,36
91334,3612,"OK",33,37
65140,2850,"OK",33,38
59983,2368,"OK",33,39
76629,3284,"OK",33,40
24313,1244,"OK",33,41
90396,3953,"OK",33,42
47994,2433,"OK",33,43
64643,2738,"OK",33,44
66296,3201,"OK",33,45
78141,3590,"OK",33,46
67736,2822,"OK",33,47
82826,3738,"OK",33,48
70327,2776,"OK",33,49
84721,3415,"OK",33,50
63152,2942,"OK",33,51
37599,1811,"OK",33,52
83478,3675,"OK",33,53
59169,2607,"OK",33,54
57173,2794,"OK",33,55
50701,2279,"OK",33,56
82134,3399,"OK",33,57
50971,2086,"OK",33,58
75504,2946,"OK",33,59
59497,2682,"OK",33,60
86492,3660,"OK",33,61
66009,2865,"OK",33,62
42696,1927,"OK",33,63
64886,3033,"OK",33,64
61118,2744,"OK",33,65
85423,3481,"OK",33,66
68673,3011,"OK",33,67
53278,2543,"OK",33,68
87258,3510,"OK",33,69
58071,2450,"OK",33,70
32858,1520,"OK",33,71
50686,2233,"OK",33,72
34429,1759,"OK",33,73
39161,1725,"OK",33,74
57034,2393,"OK",33,75
68243,3018,"OK",33,76
59440,2699,"OK",33,77
59704,2427,"OK",33,78
60354,2582,"OK",33,79
90723,3619,"OK",33,80
84675,3415,"OK",33,81
86444,3372,"OK",33,82
48927,2286,"OK",33,83
62166,2802,"OK",33,84
80245,3315,"OK",33,85
81548,3755,"OK",33,86
98912,3885,"OK",33,87
104966,3927,"OK",33,88
90095,3680,"OK",33,89
64513,3631,"OK",33,90
55942,2644,"OK",33,91
66052,2849,"OK",33,92
57992,2484,"OK",33,93
69022,3017,"OK",33,94
28959,1414,"OK",33,95
52492,2548,"OK",33,96
65332,2560,"OK",33,97
24391,1179,"OK",33,98
58262,2524,"OK",33,99
73311,3051,"OK",33,100
95113,3917,"OK",33,101
65273,2543,"OK",33,102
62125,2775,"OK",33,103
83550,3366,"OK",33,104
56057,2529,"OK",33,105
56052,2528,"OK",33,106
68607,2976,"OK",33,107
78396,3194,"OK",33,108
82381,3399,"OK",33,109
86334,4086,"OK",33,110
89951,3553,"OK",33,111
60748,2680,"OK",33,112
89592,3987,"OK",33,113
56704,2633,"OK",33,114
90370,3546,"OK",33,115
56992,2453,"OK",33,116
50514,2240,"OK",33,117
32328,1701,"OK",33,0
58840,2715,"OK",34,1
45362,2242,"OK",34,2
61641,2583,"OK",34,3
27990,1742,"OK",34,4
50241,2494,"OK",34,5
54899,2867,"OK",34,6
54476,2466,"OK",34,7
42220,1906,"OK",34,8
40131,2047,"OK",34,9
48017,2632,"OK",34,10
5885,731,"OK",34,11
41161,2261,"OK",34,12
36063,1904,"OK",34,13
18991,1515,"OK",34,14
66100,2987,"OK",34,15
67641,3142,"OK",34,16
42890,2035,"OK",34,17
36063,1904,"OK",34,18
49523,2270,"OK",34,19
69387,3012,"OK",34,20
66004,2963,"OK",34,21
66997,2781,"OK",34,22
9310,961,"OK",34,23
43659,1901,"OK",34,24
72858,3085,"OK",34,25
4807,577,"OK",34,26
3309,454,"OK",34,27
48307,2228,"OK",34,28
40388,1920,"OK",34,29
34643,2073,"OK",34,30
154422,6564,"OK",34,31
56957,2649,"OK",34,32
97039,4199,"OK",34,33
0,0,"OK",34,34
23120,1189,"OK",34,35
47802,1950,"OK",34,36
23678,1141,"OK",34,37
34102,1586,"OK",34,38
51872,2486,"OK",34,39
37585,1803,"OK",34,40
75608,3264,"OK",34,41
13613,801,"OK",34,42
80274,3615,"OK",34,43
33296,1601,"OK",34,44
36197,1945,"OK",34,45
27118,1398,"OK",34,46
41436,1848,"OK",34,47
24625,1853,"OK",34,48
61216,2614,"OK",34,49
52114,2331,"OK",34,50
37633,1817,"OK",34,51
65237,2939,"OK",34,52
26016,1402,"OK",34,53
41648,1925,"OK",34,54
42701,2402,"OK",34,55
47768,2618,"OK",34,56
24426,1348,"OK",34,57
52734,2537,"OK",34,58
54808,2413,"OK",34,59
39281,2015,"OK",34,60
19355,1078,"OK",34,61
35409,1732,"OK",34,62
68374,3035,"OK",34,63
41458,2067,"OK",34,64
53788,2588,"OK",34,65
49216,2092,"OK",34,66
46156,2300,"OK",34,67
50588,2411,"OK",34,68
27564,1361,"OK",34,69
50741,2294,"OK",34,70
68789,3349,"OK",34,71
48570,2680,"OK",34,72
73496,3337,"OK",34,73
62119,2834,"OK",34,74
43823,2134,"OK",34,75
37976,1962,"OK",34,76
41793,2007,"OK",34,77
40621,1795,"OK",34,78
37320,1797,"OK",34,79
5885,731,"OK",34,80
52131,2337,"OK",34,81
61781,2628,"OK",34,82
49646,2423,"OK",34,83
139643,5553,"OK",34,84
44039,1927,"OK",34,85
25546,1266,"OK",34,86
68954,2926,"OK",34,87
67752,2628,"OK",34,88
7359,932,"OK",34,89
153884,6482,"OK",34,90
46280,2554,"OK",34,91
35696,1661,"OK",34,92
41228,1915,"OK",34,93
33808,1705,"OK",34,94
69384,3014,"OK",34,95
44901,2497,"OK",34,96
64610,2690,"OK",34,97
76990,3188,"OK",34,98
70522,3048,"OK",34,99
56306,2439,"OK",34,100
53904,2343,"OK",34,101
64551,2674,"OK",34,102
139602,5527,"OK",34,103
47719,2214,"OK",34,104
44472,2383,"OK",34,105
44467,2381,"OK",34,106
46500,2312,"OK",34,107
30662,1469,"OK",34,108
46174,2010,"OK",34,109
34658,1865,"OK",34,110
9219,694,"OK",34,111
53419,2525,"OK",34,112
36063,1904,"OK",34,113
42369,2420,"OK",34,114
60312,2700,"OK",34,115
43877,2100,"OK",34,116
51259,2738,"OK",34,117
69618,3151,"OK",34,0
40998,2265,"OK",35,1
24777,1618,"OK",35,2
61225,2783,"OK",35,3
10141,1317,"OK",35,4
32399,2044,"OK",35,5
32778,2327,"OK",35,6
54060,2666,"OK",35,7
41804,2106,"OK",35,8
19545,1422,"OK",35,9
28215,2031,"OK",35,10
17552,1069,"OK",35,11
20576,1636,"OK",35,12
35647,2104,"OK",35,13
20308,1227,"OK",35,14
48987,2500,"OK",35,15
49799,2693,"OK",35,16
22305,1410,"OK",35,17
35647,2104,"OK",35,18
32410,1783,"OK",35,19
52274,2525,"OK",35,20
48891,2476,"OK",35,21
66581,2981,"OK",35,22
18051,1186,"OK",35,23
26546,1414,"OK",35,24
55745,2598,"OK",35,25
21615,1322,"OK",35,26
25307,1447,"OK",35,27
31194,1741,"OK",35,28
23084,1581,"OK",35,29
34227,2273,"OK",35,30
137309,6077,"OK",35,31
39115,2200,"OK",35,32
79926,3711,"OK",35,33
22698,1282,"OK",35,34
0,0,"OK",35,35
47386,2150,"OK",35,36
23015,1263,"OK",35,37
29704,1560,"OK",35,38
34713,2112,"OK",35,39
37168,2003,"OK",35,40
58495,2777,"OK",35,41
26398,1492,"OK",35,42
63161,3128,"OK",35,43
28898,1575,"OK",35,44
17716,1642,"OK",35,45
21841,1422,"OK",35,46
37038,1822,"OK",35,47
17499,1438,"OK",35,48
53500,2776,"OK",35,49
51698,2531,"OK",35,50
17048,1193,"OK",35,51
48124,2452,"OK",35,52
28331,1693,"OK",35,53
26773,1883,"OK",35,54
22116,1778,"OK",35,55
27966,2018,"OK",35,56
13815,1050,"OK",35,57
34892,2087,"OK",35,58
54391,2613,"OK",35,59
25534,1864,"OK",35,60
16255,1115,"OK",35,61
15358,1145,"OK",35,62
51261,2548,"OK",35,63
37059,2041,"OK",35,64
